trial,observer,session,scene,dist_type1,dist_level1,dist_type2,dist_level2,selected
7608,obs_24,S,Chair,OPT,7,OPT,10,2
7609,obs_24,S,Blob,DQ,1,NN,1,1
7610,obs_24,S,Blob,OPT,24,DQ,24,2
7611,obs_24,S,Blob,DQ,17,DQ,24,2
7612,obs_24,S,Chair,LINEAR,4,LINEAR,7,2
7613,obs_24,S,Chair,OPT,10,DQ,10,1
7614,obs_24,S,Blob,LINEAR,4,DQ,4,2
7615,obs_24,S,Corner,DQ,7,LINEAR,7,1
7616,obs_24,S,Furniture,DQ,7,DQ,10,1
7617,obs_24,S,Furniture,DQ,4,DQ,7,1
7618,obs_24,S,Blob,DQ,4,NN,4,1
7619,obs_24,S,Room,LINEAR,7,DQ,7,2
7620,obs_24,S,Chair,NN,10,NN,17,2
7621,obs_24,S,Room,DQ,1,LINEAR,1,2
7622,obs_24,S,Corner,DQ,24,OPT,24,1
7623,obs_24,S,Chair,Reference,0,DQ,1,1
7624,obs_24,S,Corner,LINEAR,17,DQ,17,2
7625,obs_24,S,Room,NN,7,LINEAR,7,1
7626,obs_24,S,Chair,NN,1,DQ,1,2
7627,obs_24,S,Room,DQ,7,DQ,10,1
7628,obs_24,S,Blob,OPT,1,DQ,1,2
7629,obs_24,S,Furniture,OPT,7,OPT,10,1
7630,obs_24,S,Room,LINEAR,10,DQ,10,2
7631,obs_24,S,Corner,OPT,17,NN,17,1
7632,obs_24,S,Furniture,LINEAR,10,LINEAR,17,1
7633,obs_24,S,Chair,NN,7,DQ,7,2
7634,obs_24,S,Furniture,LINEAR,24,LINEAR,17,2
7635,obs_24,S,Blob,OPT,7,DQ,7,2
7636,obs_24,S,Room,DQ,1,OPT,1,2
7637,obs_24,S,Furniture,LINEAR,4,LINEAR,7,1
7638,obs_24,S,Corner,NN,4,DQ,4,2
7639,obs_24,S,Room,DQ,24,OPT,24,1
7640,obs_24,S,Corner,OPT,7,LINEAR,7,1
7641,obs_24,S,Room,DQ,17,NN,17,1
7642,obs_24,S,Blob,NN,7,LINEAR,7,1
7643,obs_24,S,Furniture,OPT,24,OPT,17,2
7644,obs_24,S,Blob,NN,17,DQ,17,2
7645,obs_24,S,Corner,DQ,17,DQ,10,1
7646,obs_24,S,Corner,LINEAR,1,DQ,1,1
7647,obs_24,S,Chair,DQ,7,LINEAR,7,2
7648,obs_24,S,Blob,OPT,17,DQ,17,2
7649,obs_24,S,Furniture,DQ,17,NN,17,2
7650,obs_24,S,Corner,NN,7,LINEAR,7,2
7651,obs_24,S,Blob,OPT,7,LINEAR,7,1
7652,obs_24,S,Blob,NN,7,NN,10,1
7653,obs_24,S,Blob,OPT,4,DQ,4,1
7654,obs_24,S,Chair,OPT,7,LINEAR,7,2
7655,obs_24,S,Furniture,NN,7,NN,4,1
7656,obs_24,S,Room,DQ,4,NN,4,2
7657,obs_24,S,Corner,LINEAR,4,LINEAR,7,1
7658,obs_24,S,Furniture,OPT,4,OPT,7,1
7659,obs_24,S,Blob,NN,7,DQ,7,2
7660,obs_24,S,Chair,OPT,17,NN,17,1
7661,obs_24,S,Chair,LINEAR,17,DQ,17,1
7662,obs_24,S,Chair,NN,7,NN,4,1
7663,obs_24,S,Blob,DQ,4,DQ,7,1
7664,obs_24,S,Chair,DQ,1,DQ,4,2
7665,obs_24,S,Furniture,LINEAR,17,OPT,17,1
7666,obs_24,S,Chair,DQ,7,DQ,10,1
7667,obs_24,S,Corner,DQ,7,NN,7,1
7668,obs_24,S,Corner,DQ,4,DQ,1,1
7669,obs_24,S,Furniture,LINEAR,7,NN,7,2
7670,obs_24,S,Room,NN,7,NN,4,1
7671,obs_24,S,Blob,LINEAR,24,LINEAR,17,1
7672,obs_24,S,Room,LINEAR,4,LINEAR,7,1
7673,obs_24,S,Blob,LINEAR,10,LINEAR,17,1
7674,obs_24,S,Room,DQ,4,DQ,7,1
7675,obs_24,S,Room,NN,10,NN,7,2
7676,obs_24,S,Room,OPT,7,LINEAR,7,1
7677,obs_24,S,Room,NN,10,NN,17,1
7678,obs_24,S,Room,LINEAR,7,LINEAR,10,1
7679,obs_24,S,Chair,OPT,24,DQ,24,1
7680,obs_24,S,Furniture,LINEAR,10,LINEAR,7,2
7681,obs_2,S,Chair,LINEAR,4,DQ,4,1
7682,obs_2,S,Chair,DQ,10,NN,10,1
7683,obs_2,S,Corner,DQ,24,OPT,24,1
7684,obs_2,S,Corner,DQ,1,DQ,4,1
7685,obs_2,S,Furniture,DQ,24,OPT,24,1
7686,obs_2,S,Corner,DQ,1,LINEAR,1,1
7687,obs_2,S,Room,DQ,7,LINEAR,7,1
7688,obs_2,S,Corner,DQ,17,DQ,24,1
7689,obs_2,S,Chair,DQ,7,DQ,4,1
7690,obs_2,S,Blob,LINEAR,17,DQ,17,2
7691,obs_2,S,Chair,LINEAR,7,LINEAR,10,2
7692,obs_2,S,Corner,NN,10,NN,7,1
7693,obs_2,S,Chair,NN,17,NN,24,1
7694,obs_2,S,Corner,OPT,4,OPT,7,1
7695,obs_2,S,Room,DQ,17,NN,17,2
7696,obs_2,S,Blob,LINEAR,24,LINEAR,17,2
7697,obs_2,S,Corner,OPT,17,LINEAR,17,2
7698,obs_2,S,Furniture,OPT,17,OPT,10,1
7699,obs_2,S,Room,NN,24,NN,17,2
7700,obs_2,S,Room,LINEAR,10,DQ,10,2
7701,obs_2,S,Chair,LINEAR,17,OPT,17,2
7702,obs_2,S,Corner,OPT,17,NN,17,2
7703,obs_2,S,Room,OPT,17,LINEAR,17,1
7704,obs_2,S,Chair,DQ,10,DQ,17,1
7705,obs_2,S,Chair,OPT,17,OPT,24,1
7706,obs_2,S,Blob,DQ,10,NN,10,1
7707,obs_2,S,Furniture,NN,10,NN,17,2
7708,obs_2,S,Furniture,DQ,7,DQ,4,2
7709,obs_2,S,Chair,OPT,10,OPT,17,2
7710,obs_2,S,Chair,NN,7,LINEAR,7,2
7711,obs_2,S,Chair,LINEAR,17,LINEAR,10,2
7712,obs_2,S,Room,DQ,7,OPT,7,2
7713,obs_2,S,Chair,OPT,7,NN,7,1
7714,obs_2,S,Furniture,NN,7,NN,10,1
7715,obs_2,S,Room,DQ,17,LINEAR,17,1
7716,obs_2,S,Furniture,NN,17,OPT,17,1
7717,obs_2,S,Corner,NN,24,NN,17,2
7718,obs_2,S,Room,LINEAR,4,LINEAR,7,1
7719,obs_2,S,Blob,DQ,24,OPT,24,1
7720,obs_2,S,Room,NN,1,DQ,1,2
7721,obs_2,S,Furniture,OPT,4,OPT,7,1
7722,obs_2,S,Blob,NN,17,OPT,17,1
7723,obs_2,S,Corner,DQ,7,DQ,4,1
7724,obs_2,S,Room,NN,7,NN,4,1
7725,obs_2,S,Blob,LINEAR,1,DQ,1,1
7726,obs_2,S,Room,OPT,7,OPT,4,1
7727,obs_2,S,Chair,OPT,7,LINEAR,7,1
7728,obs_2,S,Furniture,DQ,17,NN,17,1
7729,obs_2,S,Blob,LINEAR,7,OPT,7,2
7730,obs_2,S,Blob,NN,17,DQ,17,2
7731,obs_2,S,Blob,DQ,10,OPT,10,1
7732,obs_2,S,Room,DQ,10,DQ,7,1
7733,obs_2,S,Corner,DQ,24,NN,24,1
7734,obs_2,S,Furniture,OPT,17,OPT,24,1
7735,obs_2,S,Corner,NN,10,DQ,10,1
7736,obs_2,S,Corner,OPT,7,DQ,7,1
7737,obs_2,S,Furniture,OPT,17,LINEAR,17,1
7738,obs_2,S,Corner,DQ,1,NN,1,1
7739,obs_2,S,Blob,NN,24,DQ,24,2
7740,obs_2,S,Furniture,LINEAR,7,NN,7,1
7741,obs_2,S,Chair,DQ,17,LINEAR,17,2
7742,obs_2,S,Room,OPT,7,OPT,10,1
7743,obs_2,S,Corner,DQ,10,DQ,17,2
7744,obs_2,S,Corner,LINEAR,10,DQ,10,1
7745,obs_2,S,Furniture,LINEAR,17,LINEAR,24,1
7746,obs_2,S,Chair,DQ,24,LINEAR,24,2
7747,obs_2,S,Corner,OPT,24,OPT,17,2
7748,obs_2,S,Room,OPT,1,DQ,1,1
7749,obs_2,S,Room,DQ,4,DQ,1,1
7750,obs_2,S,Blob,NN,17,NN,10,1
7751,obs_2,S,Corner,LINEAR,7,NN,7,1
7752,obs_2,S,Furniture,DQ,1,DQ,4,1
7753,obs_2,S,Blob,OPT,7,DQ,7,1
7754,obs_2,S,Blob,LINEAR,7,LINEAR,4,2
7755,obs_2,S,Corner,OPT,17,DQ,17,2
7756,obs_2,S,Blob,DQ,7,DQ,4,1
7757,obs_2,S,Blob,DQ,4,LINEAR,4,2
7758,obs_2,S,Room,LINEAR,10,LINEAR,7,2
7759,obs_2,S,Furniture,LINEAR,10,LINEAR,17,1
7760,obs_2,S,Furniture,DQ,10,LINEAR,10,1
7761,obs_2,S,Room,DQ,24,NN,24,2
7762,obs_2,S,Chair,NN,17,OPT,17,1
7763,obs_2,S,Furniture,Reference,0,DQ,1,1
7764,obs_2,S,Corner,OPT,7,LINEAR,7,2
7765,obs_2,S,Blob,OPT,17,LINEAR,17,2
7766,obs_2,S,Corner,DQ,1,OPT,1,1
7767,obs_2,S,Corner,DQ,10,DQ,7,2
7768,obs_2,S,Furniture,LINEAR,4,LINEAR,7,1
7769,obs_2,S,Room,LINEAR,10,LINEAR,17,1
7770,obs_2,S,Furniture,OPT,10,OPT,7,1
7771,obs_2,S,Furniture,DQ,17,LINEAR,17,1
7772,obs_2,S,Chair,OPT,10,OPT,7,1
7773,obs_2,S,Furniture,DQ,7,LINEAR,7,1
7774,obs_2,S,Furniture,NN,24,DQ,24,2
7775,obs_2,S,Chair,NN,17,NN,10,1
7776,obs_2,S,Corner,LINEAR,17,LINEAR,10,1
7777,obs_2,S,Room,DQ,7,DQ,4,2
7778,obs_2,S,Furniture,LINEAR,1,DQ,1,1
7779,obs_2,S,Corner,LINEAR,7,DQ,7,2
7780,obs_2,S,Corner,LINEAR,24,DQ,24,2
7781,obs_2,S,Chair,OPT,1,DQ,1,1
7782,obs_2,S,Chair,DQ,4,NN,4,1
7783,obs_2,S,Blob,OPT,7,OPT,10,2
7784,obs_2,S,Corner,OPT,17,OPT,10,2
7785,obs_2,S,Chair,OPT,10,DQ,10,1
7786,obs_2,S,Chair,DQ,17,OPT,17,2
7787,obs_2,S,Room,DQ,1,Reference,0,2
7788,obs_2,S,Corner,OPT,10,DQ,10,2
7789,obs_2,S,Corner,NN,4,NN,7,1
7790,obs_2,S,Room,DQ,1,LINEAR,1,1
7791,obs_2,S,Blob,LINEAR,24,DQ,24,2
7792,obs_2,S,Corner,DQ,17,NN,17,2
7793,obs_2,S,Blob,NN,7,NN,4,2
7794,obs_2,S,Blob,Reference,0,DQ,1,1
7795,obs_2,S,Furniture,NN,1,DQ,1,1
7796,obs_2,S,Room,NN,17,NN,10,2
7797,obs_2,S,Furniture,OPT,4,DQ,4,1
7798,obs_2,S,Blob,DQ,10,DQ,7,1
7799,obs_2,S,Furniture,LINEAR,7,LINEAR,10,1
7800,obs_2,S,Chair,NN,10,NN,7,1
7801,obs_2,S,Blob,NN,17,NN,24,2
7802,obs_2,S,Room,OPT,24,OPT,17,2
7803,obs_2,S,Chair,DQ,4,DQ,1,1
7804,obs_2,S,Chair,NN,17,LINEAR,17,1
7805,obs_2,S,Room,NN,10,DQ,10,2
7806,obs_2,S,Corner,NN,10,NN,17,1
7807,obs_2,S,Blob,LINEAR,10,LINEAR,7,1
7808,obs_2,S,Corner,DQ,1,Reference,0,2
7809,obs_2,S,Chair,LINEAR,24,LINEAR,17,2
7810,obs_2,S,Blob,LINEAR,10,DQ,10,2
7811,obs_2,S,Room,LINEAR,24,LINEAR,17,2
7812,obs_2,S,Corner,DQ,17,LINEAR,17,1
7813,obs_2,S,Chair,NN,24,DQ,24,1
7814,obs_2,S,Furniture,NN,17,NN,24,1
7815,obs_2,S,Chair,LINEAR,4,LINEAR,7,1
7816,obs_2,S,Chair,NN,1,DQ,1,1
7817,obs_2,S,Corner,NN,7,DQ,7,1
7818,obs_2,S,Room,NN,17,LINEAR,17,1
7819,obs_2,S,Chair,DQ,17,DQ,24,1
7820,obs_2,S,Corner,LINEAR,4,DQ,4,2
7821,obs_2,S,Chair,DQ,4,OPT,4,1
7822,obs_2,S,Blob,NN,1,DQ,1,2
7823,obs_2,S,Furniture,NN,17,LINEAR,17,1
7824,obs_2,S,Room,NN,17,OPT,17,1
7825,obs_2,S,Room,OPT,4,DQ,4,1
7826,obs_2,S,Blob,LINEAR,7,NN,7,2
7827,obs_2,S,Furniture,DQ,10,DQ,17,1
7828,obs_2,S,Room,DQ,17,DQ,10,2
7829,obs_2,S,Blob,OPT,10,OPT,17,1
7830,obs_2,S,Blob,OPT,1,DQ,1,1
7831,obs_2,S,Room,DQ,24,DQ,17,2
7832,obs_2,S,Blob,DQ,7,LINEAR,7,2
7833,obs_2,S,Furniture,NN,7,NN,4,2
7834,obs_2,S,Furniture,DQ,17,OPT,17,1
7835,obs_2,S,Furniture,DQ,4,LINEAR,4,1
7836,obs_2,S,Furniture,DQ,10,NN,10,2
7837,obs_2,S,Blob,OPT,4,OPT,7,2
7838,obs_2,S,Furniture,OPT,10,DQ,10,2
7839,obs_2,S,Blob,DQ,17,OPT,17,1
7840,obs_2,S,Corner,DQ,4,NN,4,2
7841,obs_2,S,Chair,NN,7,DQ,7,1
7842,obs_2,S,Blob,LINEAR,17,NN,17,2
7843,obs_2,S,Corner,LINEAR,17,LINEAR,24,1
7844,obs_2,S,Room,OPT,10,DQ,10,2
7845,obs_2,S,Chair,DQ,24,OPT,24,2
7846,obs_2,S,Corner,LINEAR,4,LINEAR,7,1
7847,obs_2,S,Chair,DQ,10,DQ,7,2
7848,obs_2,S,Blob,DQ,10,DQ,17,1
7849,obs_2,S,Chair,LINEAR,1,DQ,1,1
7850,obs_2,S,Furniture,DQ,4,NN,4,2
7851,obs_2,S,Furniture,DQ,17,DQ,24,2
7852,obs_2,S,Blob,LINEAR,17,LINEAR,10,2
7853,obs_2,S,Furniture,DQ,1,OPT,1,2
7854,obs_2,S,Furniture,DQ,7,NN,7,1
7855,obs_2,S,Room,DQ,4,NN,4,1
7856,obs_2,S,Room,DQ,17,OPT,17,1
7857,obs_2,S,Chair,OPT,7,DQ,7,1
7858,obs_2,S,Room,NN,7,OPT,7,2
7859,obs_2,S,Corner,OPT,7,NN,7,1
7860,obs_2,S,Blob,NN,4,DQ,4,1
7861,obs_2,S,Room,LINEAR,24,DQ,24,2
7862,obs_2,S,Blob,DQ,4,OPT,4,1
7863,obs_2,S,Furniture,LINEAR,24,DQ,24,1
7864,obs_2,S,Blob,DQ,7,NN,7,1
7865,obs_2,S,Furniture,DQ,7,DQ,10,1
7866,obs_2,S,Chair,NN,17,DQ,17,2
7867,obs_2,S,Room,NN,7,NN,10,1
7868,obs_2,S,Room,LINEAR,7,OPT,7,2
7869,obs_2,S,Room,DQ,24,OPT,24,1
7870,obs_2,S,Chair,DQ,7,LINEAR,7,2
7871,obs_2,S,Corner,LINEAR,10,LINEAR,7,2
7872,obs_2,S,Chair,DQ,10,LINEAR,10,2
7873,obs_2,S,Room,NN,7,DQ,7,2
7874,obs_2,S,Chair,Reference,0,DQ,1,1
7875,obs_2,S,Corner,NN,17,LINEAR,17,1
7876,obs_2,S,Furniture,OPT,7,NN,7,1
7877,obs_2,S,Room,OPT,10,OPT,17,1
7878,obs_2,S,Chair,NN,4,NN,7,2
7879,obs_2,S,Corner,DQ,4,OPT,4,1
7880,obs_2,S,Corner,OPT,10,OPT,7,2
7881,obs_2,S,Blob,DQ,17,DQ,24,1
7882,obs_2,S,Blob,OPT,24,OPT,17,2
7883,obs_2,S,Blob,NN,7,NN,10,1
7884,obs_2,S,Chair,OPT,4,OPT,7,2
7885,obs_2,S,Furniture,DQ,7,OPT,7,1
7886,obs_2,S,Blob,OPT,7,NN,7,1
7887,obs_2,S,Room,LINEAR,7,NN,7,2
7888,obs_2,S,Blob,DQ,1,DQ,4,1
7889,obs_2,S,Furniture,LINEAR,7,OPT,7,1
7890,obs_2,S,Room,DQ,4,LINEAR,4,2
7891,obs_17,S,Room,DQ,10,LINEAR,10,1
7892,obs_17,S,Furniture,DQ,10,DQ,7,2
7893,obs_17,S,Corner,OPT,4,OPT,7,1
7894,obs_17,S,Room,NN,4,NN,7,1
7895,obs_17,S,Corner,DQ,10,NN,10,1
7896,obs_17,S,Blob,DQ,7,LINEAR,7,1
7897,obs_17,S,Chair,LINEAR,10,LINEAR,7,2
7898,obs_17,S,Chair,OPT,10,OPT,17,2
7899,obs_17,S,Room,DQ,7,OPT,7,2
7900,obs_17,S,Corner,LINEAR,7,LINEAR,4,1
7901,obs_17,S,Corner,DQ,17,DQ,24,1
7902,obs_17,S,Furniture,OPT,7,LINEAR,7,1
7903,obs_17,S,Room,NN,17,NN,24,1
7904,obs_17,S,Room,NN,17,DQ,17,2
7905,obs_17,S,Chair,DQ,10,OPT,10,2
7906,obs_17,S,Blob,LINEAR,17,DQ,17,2
7907,obs_17,S,Blob,LINEAR,4,LINEAR,7,1
7908,obs_17,S,Corner,DQ,10,DQ,7,1
7909,obs_17,S,Corner,LINEAR,17,NN,17,1
7910,obs_17,S,Furniture,Reference,0,DQ,1,1
7911,obs_17,S,Room,DQ,24,LINEAR,24,1
7912,obs_17,S,Room,NN,17,LINEAR,17,1
7913,obs_17,S,Blob,LINEAR,10,DQ,10,2
7914,obs_17,S,Corner,DQ,4,OPT,4,1
7915,obs_17,S,Furniture,OPT,10,OPT,17,1
7916,obs_17,S,Furniture,NN,17,NN,10,2
7917,obs_17,S,Chair,DQ,17,NN,17,2
7918,obs_17,S,Blob,DQ,17,DQ,10,2
7919,obs_17,S,Corner,LINEAR,4,DQ,4,1
7920,obs_17,S,Furniture,OPT,7,NN,7,1
7921,obs_17,S,Blob,LINEAR,4,DQ,4,1
7922,obs_17,S,Blob,DQ,7,NN,7,1
7923,obs_17,S,Furniture,LINEAR,17,DQ,17,2
7924,obs_17,S,Room,DQ,24,NN,24,2
7925,obs_17,S,Furniture,OPT,24,OPT,17,1
7926,obs_17,S,Furniture,NN,4,DQ,4,2
7927,obs_17,S,Room,DQ,4,DQ,1,1
7928,obs_17,S,Chair,LINEAR,17,OPT,17,2
7929,obs_17,S,Room,NN,7,OPT,7,2
7930,obs_17,S,Blob,LINEAR,17,LINEAR,24,2
7931,obs_17,S,Chair,NN,24,DQ,24,1
7932,obs_17,S,Chair,OPT,7,OPT,4,2
7933,obs_17,S,Blob,NN,17,NN,24,1
7934,obs_17,S,Room,LINEAR,10,LINEAR,7,2
7935,obs_17,S,Furniture,LINEAR,24,DQ,24,2
7936,obs_17,S,Furniture,DQ,24,OPT,24,2
7937,obs_17,S,Furniture,NN,24,DQ,24,1
7938,obs_17,S,Corner,Reference,0,DQ,1,2
7939,obs_17,S,Corner,LINEAR,17,LINEAR,10,2
7940,obs_17,S,Room,OPT,4,OPT,7,1
7941,obs_17,S,Room,OPT,4,DQ,4,2
7942,obs_17,S,Chair,OPT,17,DQ,17,1
7943,obs_17,S,Blob,OPT,24,DQ,24,2
7944,obs_17,S,Corner,NN,24,NN,17,2
7945,obs_17,S,Chair,DQ,24,OPT,24,2
7946,obs_17,S,Blob,NN,7,OPT,7,2
7947,obs_17,S,Furniture,OPT,17,LINEAR,17,1
7948,obs_17,S,Blob,Reference,0,DQ,1,1
7949,obs_17,S,Chair,OPT,10,OPT,7,2
7950,obs_17,S,Blob,OPT,7,OPT,10,1
7951,obs_17,S,Corner,DQ,7,OPT,7,2
7952,obs_17,S,Blob,OPT,7,OPT,4,2
7953,obs_17,S,Corner,LINEAR,10,DQ,10,2
7954,obs_17,S,Chair,DQ,10,DQ,7,2
7955,obs_17,S,Room,DQ,10,DQ,7,2
7956,obs_17,S,Blob,DQ,10,OPT,10,1
7957,obs_17,S,Chair,LINEAR,24,LINEAR,17,2
7958,obs_17,S,Chair,NN,4,NN,7,1
7959,obs_17,S,Room,NN,17,OPT,17,1
7960,obs_17,S,Room,LINEAR,17,DQ,17,2
7961,obs_17,S,Blob,DQ,24,NN,24,1
7962,obs_17,S,Room,DQ,7,NN,7,1
7963,obs_17,S,Room,OPT,24,OPT,17,2
7964,obs_17,S,Chair,OPT,17,NN,17,1
7965,obs_17,S,Furniture,LINEAR,10,LINEAR,17,1
7966,obs_17,S,Furniture,OPT,1,DQ,1,1
7967,obs_17,S,Blob,OPT,17,LINEAR,17,1
7968,obs_17,S,Chair,DQ,7,LINEAR,7,1
7969,obs_17,S,Furniture,LINEAR,1,DQ,1,2
7970,obs_17,S,Room,DQ,1,LINEAR,1,1
7971,obs_17,S,Room,OPT,1,DQ,1,1
7972,obs_17,S,Room,NN,4,DQ,4,1
7973,obs_17,S,Furniture,OPT,10,OPT,7,1
7974,obs_17,S,Chair,NN,7,NN,10,1
7975,obs_17,S,Corner,DQ,4,DQ,7,2
7976,obs_17,S,Chair,OPT,4,DQ,4,1
7977,obs_17,S,Blob,NN,10,DQ,10,2
7978,obs_17,S,Room,Reference,0,DQ,1,2
7979,obs_17,S,Blob,NN,17,OPT,17,2
7980,obs_17,S,Corner,OPT,24,DQ,24,2
7981,obs_17,S,Chair,DQ,1,LINEAR,1,1
7982,obs_17,S,Chair,DQ,24,LINEAR,24,1
7983,obs_17,S,Corner,DQ,17,NN,17,2
7984,obs_17,S,Blob,LINEAR,17,NN,17,2
7985,obs_17,S,Furniture,DQ,17,NN,17,2
7986,obs_17,S,Chair,LINEAR,4,LINEAR,7,1
7987,obs_17,S,Corner,NN,17,OPT,17,2
7988,obs_17,S,Blob,LINEAR,10,LINEAR,7,1
7989,obs_17,S,Furniture,LINEAR,7,LINEAR,4,2
7990,obs_17,S,Furniture,LINEAR,10,DQ,10,2
7991,obs_17,S,Chair,DQ,1,OPT,1,1
7992,obs_17,S,Furniture,DQ,1,DQ,4,1
7993,obs_17,S,Room,DQ,4,LINEAR,4,1
7994,obs_17,S,Corner,DQ,10,OPT,10,1
7995,obs_17,S,Furniture,LINEAR,7,DQ,7,2
7996,obs_17,S,Corner,OPT,1,DQ,1,1
7997,obs_17,S,Corner,DQ,7,NN,7,1
7998,obs_17,S,Blob,OPT,7,DQ,7,1
7999,obs_17,S,Room,NN,1,DQ,1,1
8000,obs_17,S,Furniture,DQ,4,OPT,4,2
8001,obs_17,S,Corner,NN,7,NN,4,2
8002,obs_17,S,Chair,LINEAR,4,DQ,4,2
8003,obs_17,S,Corner,DQ,17,LINEAR,17,1
8004,obs_17,S,Furniture,DQ,1,NN,1,1
8005,obs_17,S,Blob,DQ,17,NN,17,1
8006,obs_17,S,Furniture,OPT,17,NN,17,1
8007,obs_17,S,Blob,OPT,10,OPT,17,1
8008,obs_17,S,Blob,OPT,1,DQ,1,1
8009,obs_17,S,Chair,DQ,10,DQ,17,1
8010,obs_17,S,Room,LINEAR,7,NN,7,1
8011,obs_17,S,Furniture,DQ,10,NN,10,1
8012,obs_17,S,Corner,OPT,7,LINEAR,7,1
8013,obs_17,S,Room,LINEAR,4,LINEAR,7,1
8014,obs_17,S,Chair,DQ,4,DQ,7,1
8015,obs_17,S,Chair,NN,17,NN,10,2
8016,obs_17,S,Chair,DQ,10,NN,10,1
8017,obs_17,S,Chair,DQ,1,NN,1,2
8018,obs_17,S,Chair,NN,7,DQ,7,2
8019,obs_17,S,Room,DQ,7,DQ,4,1
8020,obs_17,S,Blob,DQ,4,OPT,4,2
8021,obs_17,S,Chair,DQ,10,LINEAR,10,1
8022,obs_17,S,Furniture,NN,7,DQ,7,1
8023,obs_17,S,Corner,LINEAR,7,NN,7,1
8024,obs_17,S,Corner,DQ,17,OPT,17,1
8025,obs_17,S,Room,OPT,7,OPT,10,1
8026,obs_17,S,Corner,NN,24,DQ,24,2
8027,obs_17,S,Corner,LINEAR,24,LINEAR,17,2
8028,obs_17,S,Blob,DQ,24,LINEAR,24,1
8029,obs_17,S,Furniture,DQ,4,DQ,7,1
8030,obs_17,S,Corner,LINEAR,1,DQ,1,1
8031,obs_17,S,Corner,OPT,17,OPT,10,2
8032,obs_17,S,Room,NN,7,NN,10,1
8033,obs_17,S,Blob,OPT,7,LINEAR,7,1
8034,obs_17,S,Room,OPT,17,LINEAR,17,1
8035,obs_17,S,Furniture,NN,17,NN,24,1
8036,obs_17,S,Corner,NN,1,DQ,1,1
8037,obs_17,S,Furniture,DQ,17,OPT,17,1
8038,obs_17,S,Blob,DQ,1,LINEAR,1,1
8039,obs_17,S,Corner,DQ,4,NN,4,1
8040,obs_17,S,Corner,OPT,7,NN,7,1
8041,obs_17,S,Room,DQ,10,DQ,17,1
8042,obs_17,S,Furniture,NN,10,NN,7,1
8043,obs_17,S,Furniture,LINEAR,7,LINEAR,10,1
8044,obs_17,S,Corner,NN,10,NN,7,1
8045,obs_17,S,Chair,NN,7,OPT,7,2
8046,obs_17,S,Corner,LINEAR,24,DQ,24,2
8047,obs_17,S,Chair,LINEAR,17,LINEAR,10,2
8048,obs_17,S,Room,OPT,10,DQ,10,2
8049,obs_17,S,Blob,NN,7,LINEAR,7,2
8050,obs_17,S,Blob,DQ,7,DQ,4,1
8051,obs_17,S,Room,DQ,10,NN,10,1
8052,obs_17,S,Corner,LINEAR,10,LINEAR,7,1
8053,obs_17,S,Furniture,DQ,10,DQ,17,1
8054,obs_17,S,Room,DQ,24,DQ,17,2
8055,obs_17,S,Blob,OPT,17,DQ,17,2
8056,obs_17,S,Corner,DQ,17,DQ,10,1
8057,obs_17,S,Room,LINEAR,24,LINEAR,17,2
8058,obs_17,S,Blob,NN,4,NN,7,1
8059,obs_17,S,Chair,DQ,1,DQ,4,1
8060,obs_17,S,Furniture,OPT,4,OPT,7,1
8061,obs_17,S,Room,OPT,17,OPT,10,1
8062,obs_17,S,Furniture,DQ,4,LINEAR,4,1
8063,obs_17,S,Chair,LINEAR,7,NN,7,2
8064,obs_17,S,Room,DQ,17,OPT,17,1
8065,obs_17,S,Chair,DQ,17,LINEAR,17,1
8066,obs_17,S,Blob,DQ,10,DQ,7,2
8067,obs_17,S,Furniture,LINEAR,7,NN,7,2
8068,obs_17,S,Furniture,DQ,17,DQ,24,1
8069,obs_17,S,Chair,OPT,7,LINEAR,7,2
8070,obs_17,S,Chair,NN,4,DQ,4,1
8071,obs_17,S,Chair,OPT,17,OPT,24,2
8072,obs_17,S,Blob,NN,4,DQ,4,1
8073,obs_17,S,Room,LINEAR,7,DQ,7,2
8074,obs_17,S,Blob,NN,10,NN,7,1
8075,obs_17,S,Corner,NN,17,NN,10,2
8076,obs_17,S,Blob,OPT,24,OPT,17,2
8077,obs_17,S,Furniture,DQ,10,OPT,10,1
8078,obs_17,S,Chair,DQ,17,DQ,24,1
8079,obs_17,S,Room,OPT,7,LINEAR,7,1
8080,obs_17,S,Chair,OPT,7,DQ,7,1
8081,obs_17,S,Corner,DQ,1,DQ,4,1
8082,obs_17,S,Corner,DQ,7,LINEAR,7,1
8083,obs_17,S,Blob,DQ,4,DQ,1,2
8084,obs_17,S,Chair,NN,24,NN,17,1
8085,obs_17,S,Furniture,NN,17,LINEAR,17,1
8086,obs_17,S,Furniture,OPT,7,DQ,7,1
8087,obs_17,S,Chair,DQ,1,Reference,0,2
8088,obs_17,S,Corner,OPT,7,OPT,10,1
8089,obs_17,S,Corner,OPT,17,LINEAR,17,1
8090,obs_17,S,Corner,OPT,24,OPT,17,1
8091,obs_17,S,Blob,NN,1,DQ,1,1
8092,obs_17,S,Room,DQ,24,OPT,24,2
8093,obs_17,S,Blob,DQ,24,DQ,17,2
8094,obs_17,S,Blob,NN,17,NN,10,1
8095,obs_17,S,Blob,LINEAR,10,LINEAR,17,1
8096,obs_17,S,Room,LINEAR,17,LINEAR,10,2
8097,obs_17,S,Furniture,LINEAR,24,LINEAR,17,1
