trial,observer,session,scene,condition_1,condition_2,selected
1154,waqar,S,ArtGallery2,Linear_Skip1,Interpolation_Skip1,2
1155,waqar,S,Furniture3,Interpolation_Skip10,Interpolation_Skip4,2
1156,waqar,S,Furniture1,Linear_Skip10,Nearest_Skip10,1
1157,waqar,S,Furniture3,Nearest_Skip24,Interpolation_Skip24,2
1158,waqar,S,Blob,Nearest_Skip24,Nearest_Skip10,2
1159,waqar,S,Furniture3,Nearest_Skip24,Linear_Skip24,1
1160,waqar,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,2
1161,waqar,S,ArtGallery2,Interpolation_Skip24,Nearest_Skip24,1
1162,waqar,S,Furniture3,Linear_Skip10,Nearest_Skip10,1
1163,waqar,S,Furniture1,Reference_Skip0,Nearest_Skip1,2
1164,waqar,S,Furniture3,Linear_Skip24,Interpolation_Skip24,2
1165,waqar,S,Furniture1,Interpolation_Skip1,Linear_Skip1,1
1166,waqar,S,Blob,Linear_Skip1,Reference_Skip0,2
1167,waqar,S,Furniture3,Linear_Skip1,Nearest_Skip1,2
1168,waqar,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip24,1
1169,waqar,S,Blob,Linear_Skip1,Nearest_Skip1,1
1170,waqar,S,ArtGallery2,Nearest_Skip10,Linear_Skip10,1
1171,waqar,S,Blob,Linear_Skip10,Linear_Skip24,1
1172,waqar,S,Blob,Nearest_Skip1,Nearest_Skip4,1
1173,waqar,S,Furniture3,Linear_Skip1,Linear_Skip4,2
1174,waqar,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip10,1
1175,waqar,S,Blob,Linear_Skip4,Linear_Skip10,1
1176,waqar,S,Blob,Nearest_Skip4,Nearest_Skip10,1
1177,waqar,S,ArtGallery2,Linear_Skip1,Reference_Skip0,2
1178,waqar,S,Furniture1,Linear_Skip4,Interpolation_Skip4,1
1179,waqar,S,Blob,Interpolation_Skip10,Interpolation_Skip4,2
1180,waqar,S,Furniture1,Nearest_Skip24,Nearest_Skip10,2
1181,waqar,S,Furniture3,Nearest_Skip1,Reference_Skip0,1
1182,waqar,S,Furniture1,Interpolation_Skip1,Nearest_Skip1,1
1183,waqar,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip24,1
1184,waqar,S,Furniture1,Interpolation_Skip24,Interpolation_Skip10,2
1185,waqar,S,ArtGallery2,Nearest_Skip10,Nearest_Skip4,2
1186,waqar,S,ArtGallery2,Linear_Skip24,Interpolation_Skip24,2
1187,waqar,S,Blob,Linear_Skip1,Interpolation_Skip1,1
1188,waqar,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,1
1189,waqar,S,Blob,Linear_Skip4,Nearest_Skip4,1
1190,waqar,S,Blob,Nearest_Skip10,Interpolation_Skip10,2
1191,waqar,S,Furniture1,Nearest_Skip10,Nearest_Skip4,2
1192,waqar,S,Blob,Interpolation_Skip10,Interpolation_Skip24,1
1193,waqar,S,ArtGallery2zoom,Interpolation_Skip4,Nearest_Skip4,1
1194,waqar,S,Furniture1,Nearest_Skip4,Linear_Skip4,2
1195,waqar,S,Furniture3,Nearest_Skip4,Linear_Skip4,2
1196,waqar,S,ArtGallery2,Interpolation_Skip1,Interpolation_Skip4,2
1197,waqar,S,Furniture1,Linear_Skip24,Interpolation_Skip24,2
1198,waqar,S,Furniture3,Interpolation_Skip10,Nearest_Skip10,1
1199,waqar,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip1,2
1200,waqar,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,1
1201,sumit,S,Furniture3,Nearest_Skip10,Nearest_Skip4,2
1202,sumit,S,Furniture3,Nearest_Skip1,Linear_Skip1,2
1203,sumit,S,ArtGallery2zoom,Linear_Skip1,Reference_Skip0,2
1204,sumit,S,ArtGallery2zoom,Interpolation_Skip10,Nearest_Skip10,1
1205,sumit,S,Blob,Nearest_Skip1,Interpolation_Skip1,2
1206,sumit,S,Furniture3,Interpolation_Skip24,Nearest_Skip24,1
1207,sumit,S,Furniture3,Nearest_Skip1,Interpolation_Skip1,2
1208,sumit,S,ArtGallery2,Interpolation_Skip24,Interpolation_Skip10,2
1209,sumit,S,Furniture3,Interpolation_Skip4,Nearest_Skip4,2
1210,sumit,S,ArtGallery2,Linear_Skip4,Linear_Skip1,2
1211,sumit,S,ArtGallery2,Nearest_Skip10,Linear_Skip10,1
1212,sumit,S,ArtGallery2zoom,Interpolation_Skip1,Interpolation_Skip4,1
1213,sumit,S,Blob,Nearest_Skip10,Nearest_Skip24,1
1214,sumit,S,Blob,Linear_Skip1,Nearest_Skip1,1
1215,sumit,S,Furniture1,Reference_Skip0,Nearest_Skip1,1
1216,sumit,S,ArtGallery2,Interpolation_Skip24,Nearest_Skip24,1
1217,sumit,S,ArtGallery2,Nearest_Skip10,Nearest_Skip24,1
1218,sumit,S,Furniture3,Linear_Skip4,Interpolation_Skip4,2
1219,sumit,S,ArtGallery2,Linear_Skip10,Linear_Skip4,2
1220,sumit,S,Blob,Linear_Skip4,Linear_Skip10,1
1221,sumit,S,Furniture3,Interpolation_Skip10,Interpolation_Skip24,1
1222,sumit,S,Furniture1,Nearest_Skip4,Nearest_Skip1,2
1223,sumit,S,ArtGallery2,Interpolation_Skip1,Interpolation_Skip4,1
1224,sumit,S,Blob,Reference_Skip0,Nearest_Skip1,1
1225,sumit,S,Blob,Nearest_Skip10,Interpolation_Skip10,2
1226,sumit,S,ArtGallery2,Nearest_Skip4,Interpolation_Skip4,2
1227,sumit,S,Blob,Linear_Skip4,Nearest_Skip4,2
1228,sumit,S,Furniture1,Interpolation_Skip24,Interpolation_Skip10,2
1229,sumit,S,ArtGallery2zoom,Linear_Skip10,Linear_Skip24,1
1230,sumit,S,ArtGallery2,Linear_Skip1,Interpolation_Skip1,1
1231,sumit,S,Blob,Linear_Skip4,Interpolation_Skip4,2
1232,sumit,S,ArtGallery2zoom,Linear_Skip24,Interpolation_Skip24,2
1233,sumit,S,Furniture1,Interpolation_Skip4,Interpolation_Skip1,2
1234,sumit,S,ArtGallery2,Nearest_Skip1,Reference_Skip0,2
1235,sumit,S,ArtGallery2,Interpolation_Skip4,Linear_Skip4,1
1236,sumit,S,Blob,Interpolation_Skip10,Linear_Skip10,1
1237,sumit,S,ArtGallery2,Interpolation_Skip10,Nearest_Skip10,1
1238,sumit,S,Furniture1,Interpolation_Skip1,Reference_Skip0,2
1239,sumit,S,Furniture3,Nearest_Skip24,Nearest_Skip10,2
1240,sumit,S,Blob,Interpolation_Skip4,Nearest_Skip4,1
1241,sumit,S,Blob,Interpolation_Skip10,Interpolation_Skip4,2
1242,sumit,S,Furniture3,Interpolation_Skip1,Interpolation_Skip4,1
1243,sumit,S,ArtGallery2,Interpolation_Skip10,Linear_Skip10,1
1244,sumit,S,Blob,Linear_Skip24,Nearest_Skip24,2
1245,sumit,S,ArtGallery2zoom,Linear_Skip4,Nearest_Skip4,1
1246,sumit,S,Blob,Interpolation_Skip24,Interpolation_Skip10,2
1247,sumit,S,Blob,Interpolation_Skip24,Nearest_Skip24,2
1248,sumit,S,Furniture1,Linear_Skip1,Reference_Skip0,1
1249,sumit,S,Furniture3,Linear_Skip4,Linear_Skip10,1
1250,sumit,S,ArtGallery2zoom,Interpolation_Skip24,Interpolation_Skip10,2
1251,sumit,S,Furniture1,Linear_Skip24,Nearest_Skip24,1
1252,sumit,S,Furniture1,Nearest_Skip1,Linear_Skip1,2
1253,sumit,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip10,1
1254,sumit,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,1
1255,sumit,S,Blob,Reference_Skip0,Linear_Skip1,1
1256,sumit,S,Furniture1,Interpolation_Skip1,Nearest_Skip1,1
1257,sumit,S,Blob,Linear_Skip1,Interpolation_Skip1,2
1258,sumit,S,ArtGallery2,Linear_Skip1,Reference_Skip0,2
1259,sumit,S,Furniture1,Linear_Skip24,Interpolation_Skip24,2
1260,sumit,S,Furniture1,Linear_Skip4,Linear_Skip10,1
1261,sumit,S,Blob,Reference_Skip0,Interpolation_Skip1,1
1262,sumit,S,Furniture3,Nearest_Skip24,Linear_Skip24,1
1263,sumit,S,Furniture3,Linear_Skip10,Linear_Skip24,1
1264,sumit,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip24,1
1265,sumit,S,ArtGallery2,Reference_Skip0,Interpolation_Skip1,1
1266,sumit,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,1
1267,sumit,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,1
1268,sumit,S,ArtGallery2zoom,Linear_Skip1,Interpolation_Skip1,2
1269,sumit,S,ArtGallery2zoom,Linear_Skip4,Interpolation_Skip4,2
1270,sumit,S,Blob,Linear_Skip10,Nearest_Skip10,2
1271,sumit,S,ArtGallery2zoom,Linear_Skip10,Linear_Skip4,2
1272,sumit,S,Furniture3,Interpolation_Skip4,Interpolation_Skip10,1
1273,sumit,S,Furniture1,Nearest_Skip10,Linear_Skip10,1
1274,sumit,S,ArtGallery2,Linear_Skip24,Nearest_Skip24,2
1275,sumit,S,Blob,Linear_Skip10,Linear_Skip24,2
1276,sumit,S,ArtGallery2,Nearest_Skip1,Nearest_Skip4,1
1277,sumit,S,Blob,Nearest_Skip1,Nearest_Skip4,1
1278,sumit,S,ArtGallery2,Linear_Skip10,Linear_Skip24,1
1279,sumit,S,Furniture1,Interpolation_Skip1,Linear_Skip1,1
1280,sumit,S,ArtGallery2zoom,Interpolation_Skip10,Linear_Skip10,1
1281,sumit,S,ArtGallery2,Linear_Skip1,Nearest_Skip1,2
1282,sumit,S,ArtGallery2,Nearest_Skip1,Interpolation_Skip1,2
1283,sumit,S,ArtGallery2zoom,Nearest_Skip1,Interpolation_Skip1,2
1284,sumit,S,Furniture3,Interpolation_Skip10,Nearest_Skip10,1
1285,sumit,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip1,2
1286,sumit,S,Furniture1,Nearest_Skip10,Nearest_Skip24,1
1287,sumit,S,Furniture3,Interpolation_Skip1,Linear_Skip1,1
1288,sumit,S,Blob,Linear_Skip4,Linear_Skip1,2
1289,sumit,S,ArtGallery2zoom,Nearest_Skip4,Nearest_Skip10,1
1290,sumit,S,Furniture1,Linear_Skip4,Linear_Skip1,1
1291,sumit,S,Furniture3,Linear_Skip10,Nearest_Skip10,2
1292,sumit,S,Furniture1,Nearest_Skip10,Nearest_Skip4,2
1293,sumit,S,Furniture3,Interpolation_Skip1,Reference_Skip0,2
1294,sumit,S,Furniture1,Nearest_Skip4,Linear_Skip4,2
1295,sumit,S,ArtGallery2zoom,Reference_Skip0,Nearest_Skip1,1
1296,sumit,S,ArtGallery2,Linear_Skip24,Interpolation_Skip24,2
1297,sumit,S,ArtGallery2zoom,Linear_Skip24,Nearest_Skip24,2
1298,sumit,S,Furniture3,Linear_Skip4,Nearest_Skip4,2
1299,sumit,S,Furniture1,Linear_Skip10,Interpolation_Skip10,2
1300,sumit,S,Furniture1,Linear_Skip10,Linear_Skip24,1
1301,sumit,S,Furniture3,Interpolation_Skip24,Linear_Skip24,2
1302,sumit,S,Furniture1,Interpolation_Skip24,Nearest_Skip24,1
1303,sumit,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
1304,sumit,S,Furniture3,Linear_Skip1,Linear_Skip4,1
1305,sumit,S,Blob,Interpolation_Skip24,Linear_Skip24,2
1306,sumit,S,ArtGallery2zoom,Nearest_Skip1,Linear_Skip1,2
1307,sumit,S,Furniture3,Reference_Skip0,Nearest_Skip1,1
1308,sumit,S,Furniture3,Reference_Skip0,Linear_Skip1,1
1309,sumit,S,ArtGallery2,Nearest_Skip10,Nearest_Skip4,2
1310,sumit,S,Furniture1,Interpolation_Skip4,Linear_Skip4,2
1311,sumit,S,Furniture3,Linear_Skip10,Interpolation_Skip10,1
1312,sumit,S,ArtGallery2zoom,Nearest_Skip24,Interpolation_Skip24,2
1313,sumit,S,Blob,Nearest_Skip4,Nearest_Skip10,1
1314,sumit,S,ArtGallery2,Nearest_Skip4,Linear_Skip4,1
1315,sumit,S,Furniture3,Nearest_Skip1,Nearest_Skip4,1
1316,sumit,S,Furniture1,Interpolation_Skip10,Interpolation_Skip4,2
1317,sumit,S,Furniture1,Interpolation_Skip10,Nearest_Skip10,1
1318,sumit,S,Furniture1,Nearest_Skip4,Interpolation_Skip4,2
1319,sumit,S,ArtGallery2zoom,Interpolation_Skip1,Reference_Skip0,2
1320,sumit,S,Blob,Interpolation_Skip1,Interpolation_Skip4,1
1321,sumit,S,ArtGallery2zoom,Linear_Skip1,Nearest_Skip1,2
1322,sumit,S,ArtGallery2zoom,Interpolation_Skip4,Linear_Skip4,1
1323,sumit,S,Furniture1,Nearest_Skip10,Nearest_Skip24,1
1324,sumit,S,Furniture3,Nearest_Skip10,Nearest_Skip4,2
1325,sumit,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,2
1326,sumit,S,ArtGallery2,Linear_Skip4,Linear_Skip1,2
1327,sumit,S,Furniture3,Interpolation_Skip1,Linear_Skip1,2
1328,sumit,S,ArtGallery2,Linear_Skip4,Linear_Skip10,1
1329,sumit,S,Blob,Linear_Skip1,Nearest_Skip1,2
1330,sumit,S,ArtGallery2,Linear_Skip1,Nearest_Skip1,2
1331,sumit,S,Blob,Linear_Skip10,Interpolation_Skip10,2
1332,sumit,S,Blob,Interpolation_Skip24,Nearest_Skip24,2
1333,sumit,S,Furniture1,Nearest_Skip1,Reference_Skip0,1
1334,sumit,S,Furniture3,Nearest_Skip4,Nearest_Skip1,2
1335,sumit,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip10,1
1336,sumit,S,Furniture3,Linear_Skip4,Linear_Skip10,1
1337,sumit,S,Furniture3,Interpolation_Skip4,Interpolation_Skip1,2
1338,sumit,S,Furniture3,Linear_Skip4,Nearest_Skip4,2
1339,sumit,S,Furniture3,Nearest_Skip4,Interpolation_Skip4,1
1340,sumit,S,Blob,Linear_Skip4,Nearest_Skip4,2
1341,sumit,S,Furniture1,Interpolation_Skip4,Linear_Skip4,1
1342,sumit,S,ArtGallery2zoom,Linear_Skip1,Reference_Skip0,2
1343,sumit,S,Furniture3,Interpolation_Skip24,Nearest_Skip24,2
1344,sumit,S,Furniture3,Interpolation_Skip24,Linear_Skip24,1
1345,sumit,S,Blob,Reference_Skip0,Interpolation_Skip1,1
1346,sumit,S,Furniture1,Linear_Skip4,Nearest_Skip4,1
1347,sumit,S,Furniture1,Interpolation_Skip1,Interpolation_Skip4,2
1348,sumit,S,Furniture3,Linear_Skip10,Interpolation_Skip10,2
1349,sumit,S,Blob,Linear_Skip4,Linear_Skip10,1
1350,sumit,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip4,2
1351,sumit,S,ArtGallery2,Linear_Skip1,Reference_Skip0,2
1352,sumit,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,2
1353,sumit,S,Furniture3,Nearest_Skip1,Reference_Skip0,1
1354,sumit,S,Furniture3,Nearest_Skip10,Interpolation_Skip10,2
1355,sumit,S,ArtGallery2,Nearest_Skip24,Linear_Skip24,1
1356,sumit,S,Blob,Interpolation_Skip4,Nearest_Skip4,1
1357,sumit,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,1
1358,sumit,S,ArtGallery2,Interpolation_Skip24,Linear_Skip24,1
1359,sumit,S,ArtGallery2zoom,Nearest_Skip4,Linear_Skip4,1
1360,sumit,S,Furniture1,Interpolation_Skip1,Nearest_Skip1,1
1361,sumit,S,ArtGallery2zoom,Interpolation_Skip24,Interpolation_Skip10,2
1362,sumit,S,ArtGallery2zoom,Interpolation_Skip24,Nearest_Skip24,2
1363,sumit,S,ArtGallery2,Interpolation_Skip1,Reference_Skip0,2
1364,sumit,S,Furniture1,Interpolation_Skip10,Linear_Skip10,1
1365,sumit,S,Blob,Interpolation_Skip4,Interpolation_Skip1,2
1366,sumit,S,ArtGallery2zoom,Reference_Skip0,Nearest_Skip1,2
1367,sumit,S,Furniture1,Nearest_Skip4,Interpolation_Skip4,2
1368,sumit,S,Blob,Nearest_Skip10,Linear_Skip10,1
1369,sumit,S,Furniture3,Linear_Skip1,Nearest_Skip1,2
1370,sumit,S,Furniture1,Nearest_Skip24,Interpolation_Skip24,2
1371,sumit,S,Furniture3,Linear_Skip4,Linear_Skip1,2
1372,sumit,S,ArtGallery2,Nearest_Skip4,Linear_Skip4,1
1373,sumit,S,ArtGallery2zoom,Linear_Skip1,Interpolation_Skip1,2
1374,sumit,S,Furniture3,Linear_Skip24,Linear_Skip10,2
1375,sumit,S,Blob,Nearest_Skip10,Nearest_Skip24,2
1376,sumit,S,Furniture1,Nearest_Skip24,Linear_Skip24,1
1377,sumit,S,Blob,Interpolation_Skip1,Nearest_Skip1,1
1378,sumit,S,ArtGallery2,Nearest_Skip24,Nearest_Skip10,2
1379,sumit,S,Furniture1,Interpolation_Skip10,Interpolation_Skip24,1
1380,sumit,S,Furniture1,Linear_Skip1,Linear_Skip4,1
1381,sumit,S,Blob,Interpolation_Skip4,Linear_Skip4,1
1382,sumit,S,Blob,Linear_Skip24,Linear_Skip10,1
1383,sumit,S,ArtGallery2,Interpolation_Skip1,Linear_Skip1,2
1384,sumit,S,Furniture3,Nearest_Skip24,Nearest_Skip10,2
1385,sumit,S,Blob,Nearest_Skip24,Linear_Skip24,1
1386,sumit,S,Furniture3,Linear_Skip4,Interpolation_Skip4,2
1387,sumit,S,ArtGallery2,Nearest_Skip10,Interpolation_Skip10,2
1388,sumit,S,Furniture1,Interpolation_Skip10,Nearest_Skip10,1
1389,sumit,S,Blob,Linear_Skip1,Reference_Skip0,2
1390,sumit,S,Furniture3,Linear_Skip10,Nearest_Skip10,2
1391,sumit,S,ArtGallery2zoom,Linear_Skip10,Interpolation_Skip10,2
1392,sumit,S,ArtGallery2,Interpolation_Skip4,Nearest_Skip4,1
1393,sumit,S,ArtGallery2,Nearest_Skip24,Interpolation_Skip24,1
1394,sumit,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip1,2
1395,sumit,S,ArtGallery2,Interpolation_Skip24,Interpolation_Skip10,2
1396,sumit,S,ArtGallery2,Nearest_Skip4,Nearest_Skip10,1
1397,sumit,S,ArtGallery2,Nearest_Skip1,Interpolation_Skip1,2
1398,sumit,S,Furniture3,Interpolation_Skip1,Reference_Skip0,2
1399,sumit,S,ArtGallery2,Interpolation_Skip10,Interpolation_Skip4,2
1400,sumit,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip1,2
1401,sumit,S,Furniture3,Reference_Skip0,Linear_Skip1,1
1402,sumit,S,ArtGallery2zoom,Interpolation_Skip1,Interpolation_Skip4,1
1403,sumit,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
1404,sumit,S,Blob,Nearest_Skip1,Reference_Skip0,2
1405,sumit,S,Furniture1,Interpolation_Skip10,Interpolation_Skip4,1
1406,sumit,S,ArtGallery2,Linear_Skip4,Interpolation_Skip4,2
1407,sumit,S,ArtGallery2,Linear_Skip10,Nearest_Skip10,2
1408,sumit,S,Blob,Interpolation_Skip10,Interpolation_Skip4,1
1409,sumit,S,Blob,Nearest_Skip4,Nearest_Skip10,1
1410,sumit,S,Blob,Linear_Skip4,Linear_Skip1,2
1411,sumit,S,ArtGallery2,Reference_Skip0,Nearest_Skip1,2
1412,sumit,S,ArtGallery2,Interpolation_Skip10,Linear_Skip10,1
1413,sumit,S,Blob,Nearest_Skip10,Interpolation_Skip10,2
1414,sumit,S,ArtGallery2zoom,Linear_Skip24,Nearest_Skip24,2
1415,sumit,S,Blob,Interpolation_Skip1,Linear_Skip1,1
1416,sumit,S,ArtGallery2zoom,Nearest_Skip1,Interpolation_Skip1,2
1417,sumit,S,Furniture1,Linear_Skip4,Linear_Skip10,1
1418,sumit,S,ArtGallery2,Nearest_Skip4,Nearest_Skip1,2
1419,sumit,S,Blob,Interpolation_Skip24,Interpolation_Skip10,2
1420,sumit,S,Furniture3,Interpolation_Skip24,Interpolation_Skip10,2
1421,sumit,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip10,1
1422,sumit,S,Furniture1,Nearest_Skip4,Nearest_Skip1,2
1423,sumit,S,Furniture1,Nearest_Skip4,Nearest_Skip10,1
1424,sumit,S,Furniture1,Nearest_Skip1,Linear_Skip1,1
1425,sumit,S,ArtGallery2,Linear_Skip24,Linear_Skip10,2
1426,sumit,S,Furniture1,Interpolation_Skip1,Linear_Skip1,2
1427,sumit,S,Furniture1,Interpolation_Skip24,Linear_Skip24,1
1428,sumit,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,1
1429,sumit,S,Blob,Nearest_Skip4,Nearest_Skip1,2
1430,sumit,S,Furniture1,Interpolation_Skip1,Reference_Skip0,1
1431,sumit,S,Furniture3,Nearest_Skip24,Linear_Skip24,1
1432,sumit,S,ArtGallery2zoom,Reference_Skip0,Interpolation_Skip1,2
1433,sumit,S,Furniture3,Interpolation_Skip10,Interpolation_Skip4,2
1434,sumit,S,Furniture1,Linear_Skip1,Reference_Skip0,1
1435,sumit,S,Blob,Interpolation_Skip24,Linear_Skip24,2
1436,sumit,S,ArtGallery2zoom,Nearest_Skip10,Interpolation_Skip10,2
1437,sumit,S,ArtGallery2zoom,Nearest_Skip24,Nearest_Skip10,2
1438,sumit,S,Furniture3,Interpolation_Skip1,Nearest_Skip1,2
1439,sumit,S,Furniture1,Linear_Skip24,Linear_Skip10,2
1440,sumit,S,Furniture1,Linear_Skip10,Nearest_Skip10,1
1441,Haris,S,ArtGallery2,Nearest_Skip24,Interpolation_Skip24,1
1442,Haris,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip10,1
1443,Haris,S,Furniture3,Nearest_Skip4,Nearest_Skip10,1
1444,Haris,S,Furniture1,Linear_Skip24,Nearest_Skip24,2
1445,Haris,S,ArtGallery2,Reference_Skip0,Linear_Skip1,2
1446,Haris,S,Furniture1,Linear_Skip1,Reference_Skip0,2
1447,Haris,S,Furniture1,Reference_Skip0,Interpolation_Skip1,2
1448,Haris,S,ArtGallery2zoom,Nearest_Skip10,Interpolation_Skip10,2
1449,Haris,S,Blob,Linear_Skip1,Nearest_Skip1,2
1450,Haris,S,Blob,Linear_Skip1,Reference_Skip0,2
1451,Haris,S,ArtGallery2,Linear_Skip4,Linear_Skip1,2
1452,Haris,S,ArtGallery2zoom,Nearest_Skip24,Interpolation_Skip24,1
1453,Haris,S,ArtGallery2,Interpolation_Skip4,Linear_Skip4,1
1454,Haris,S,ArtGallery2,Nearest_Skip24,Linear_Skip24,1
1455,Haris,S,ArtGallery2zoom,Linear_Skip1,Nearest_Skip1,1
1456,Haris,S,ArtGallery2,Linear_Skip4,Linear_Skip10,1
1457,Haris,S,Furniture3,Linear_Skip10,Nearest_Skip10,2
1458,Haris,S,Furniture3,Nearest_Skip1,Linear_Skip1,2
1459,Haris,S,ArtGallery2zoom,Linear_Skip1,Interpolation_Skip1,2
1460,Haris,S,Blob,Linear_Skip10,Nearest_Skip10,1
1461,Haris,S,Furniture1,Interpolation_Skip1,Interpolation_Skip4,2
1462,Haris,S,ArtGallery2,Nearest_Skip1,Interpolation_Skip1,2
1463,Haris,S,Blob,Interpolation_Skip1,Reference_Skip0,1
1464,Haris,S,ArtGallery2zoom,Nearest_Skip4,Nearest_Skip10,1
1465,Haris,S,ArtGallery2,Nearest_Skip1,Nearest_Skip4,1
1466,Haris,S,ArtGallery2,Linear_Skip4,Nearest_Skip4,2
1467,Haris,S,Furniture1,Linear_Skip24,Linear_Skip10,2
1468,Haris,S,Furniture3,Reference_Skip0,Nearest_Skip1,2
1469,Haris,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,2
1470,Haris,S,Blob,Linear_Skip4,Linear_Skip10,1
1471,Haris,S,Blob,Nearest_Skip10,Nearest_Skip4,2
1472,Haris,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,1
1473,Haris,S,ArtGallery2zoom,Nearest_Skip1,Reference_Skip0,2
1474,Haris,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip24,1
1475,Haris,S,Furniture3,Nearest_Skip4,Interpolation_Skip4,2
1476,Haris,S,Furniture3,Linear_Skip4,Linear_Skip10,1
1477,Haris,S,Furniture1,Nearest_Skip1,Interpolation_Skip1,2
1478,Haris,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip1,2
1479,Haris,S,Furniture3,Nearest_Skip10,Nearest_Skip24,2
1480,Haris,S,Furniture1,Nearest_Skip10,Linear_Skip10,1
1481,Haris,S,Furniture1,Interpolation_Skip4,Nearest_Skip4,2
1482,Haris,S,Blob,Linear_Skip4,Linear_Skip1,2
1483,Haris,S,Furniture3,Linear_Skip1,Interpolation_Skip1,2
1484,Haris,S,Furniture1,Linear_Skip24,Interpolation_Skip24,2
1485,Haris,S,Furniture1,Nearest_Skip1,Linear_Skip1,2
1486,Haris,S,Furniture1,Nearest_Skip1,Nearest_Skip4,1
1487,Haris,S,ArtGallery2zoom,Linear_Skip10,Interpolation_Skip10,2
1488,Haris,S,Furniture1,Nearest_Skip1,Reference_Skip0,1
1489,Haris,S,Furniture3,Interpolation_Skip10,Interpolation_Skip4,2
1490,Haris,S,Furniture1,Linear_Skip1,Linear_Skip4,1
1491,Haris,S,ArtGallery2,Nearest_Skip10,Interpolation_Skip10,2
1492,Haris,S,Blob,Nearest_Skip4,Nearest_Skip1,2
1493,Haris,S,Furniture3,Interpolation_Skip24,Linear_Skip24,2
1494,Haris,S,Blob,Interpolation_Skip24,Linear_Skip24,2
1495,Haris,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip1,1
1496,Haris,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,2
1497,Haris,S,Furniture1,Linear_Skip4,Linear_Skip10,1
1498,Haris,S,ArtGallery2,Linear_Skip1,Nearest_Skip1,1
1499,Haris,S,Furniture3,Interpolation_Skip10,Interpolation_Skip24,1
1500,Haris,S,Furniture3,Nearest_Skip1,Nearest_Skip4,2
1501,Haris,S,Furniture3,Linear_Skip10,Linear_Skip24,1
1502,Haris,S,Blob,Linear_Skip10,Interpolation_Skip10,2
1503,Haris,S,Furniture1,Linear_Skip10,Interpolation_Skip10,2
1504,Haris,S,Blob,Interpolation_Skip1,Nearest_Skip1,2
1505,Haris,S,Blob,Interpolation_Skip24,Nearest_Skip24,2
1506,Haris,S,ArtGallery2,Linear_Skip10,Linear_Skip24,1
1507,Haris,S,Furniture1,Interpolation_Skip4,Interpolation_Skip10,1
1508,Haris,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,1
1509,Haris,S,ArtGallery2zoom,Linear_Skip4,Interpolation_Skip4,1
1510,Haris,S,ArtGallery2,Nearest_Skip24,Nearest_Skip10,2
1511,Haris,S,Blob,Linear_Skip4,Interpolation_Skip4,2
1512,Haris,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,1
1513,Haris,S,Blob,Interpolation_Skip10,Interpolation_Skip24,1
1514,Haris,S,Furniture3,Nearest_Skip10,Interpolation_Skip10,2
1515,Haris,S,ArtGallery2,Linear_Skip10,Interpolation_Skip10,2
1516,Haris,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
1517,Haris,S,ArtGallery2,Interpolation_Skip24,Interpolation_Skip10,2
1518,Haris,S,ArtGallery2zoom,Interpolation_Skip1,Interpolation_Skip4,1
1519,Haris,S,Blob,Nearest_Skip24,Linear_Skip24,2
1520,Haris,S,Furniture3,Linear_Skip1,Linear_Skip4,1
1521,Haris,S,ArtGallery2zoom,Linear_Skip24,Nearest_Skip24,2
1522,Haris,S,Furniture1,Interpolation_Skip1,Linear_Skip1,2
