trial,observer,session,scene,condition_1,condition_2,selected
782,priyanka,S,ArtGallery2zoom,Interpolation_Skip1,Linear_Skip1,1
783,priyanka,S,Furniture1,Nearest_Skip1,Linear_Skip1,2
784,priyanka,S,ArtGallery2zoom,Linear_Skip24,Nearest_Skip24,2
785,priyanka,S,Furniture1,Nearest_Skip4,Nearest_Skip1,2
786,priyanka,S,Furniture1,Nearest_Skip10,Linear_Skip10,1
787,priyanka,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,1
788,priyanka,S,ArtGallery2zoom,Interpolation_Skip1,Nearest_Skip1,2
789,priyanka,S,ArtGallery2,Nearest_Skip4,Nearest_Skip10,1
790,priyanka,S,ArtGallery2,Nearest_Skip4,Nearest_Skip1,2
791,priyanka,S,ArtGallery2,Reference_Skip0,Nearest_Skip1,2
792,priyanka,S,Blob,Linear_Skip10,Nearest_Skip10,2
793,priyanka,S,Furniture3,Nearest_Skip24,Nearest_Skip10,2
794,priyanka,S,ArtGallery2,Reference_Skip0,Linear_Skip1,2
795,priyanka,S,Blob,Linear_Skip24,Linear_Skip10,2
796,priyanka,S,ArtGallery2zoom,Nearest_Skip1,Reference_Skip0,1
797,priyanka,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,2
798,priyanka,S,ArtGallery2zoom,Interpolation_Skip24,Nearest_Skip24,2
799,priyanka,S,Furniture3,Nearest_Skip1,Nearest_Skip4,1
800,priyanka,S,Furniture3,Interpolation_Skip10,Linear_Skip10,2
801,priyanka,S,Furniture3,Linear_Skip10,Linear_Skip24,1
802,priyanka,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip24,1
803,priyanka,S,Furniture3,Linear_Skip24,Nearest_Skip24,2
804,priyanka,S,Furniture1,Linear_Skip4,Nearest_Skip4,2
805,priyanka,S,ArtGallery2,Nearest_Skip10,Nearest_Skip24,1
806,priyanka,S,Blob,Interpolation_Skip1,Linear_Skip1,1
807,priyanka,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,2
808,priyanka,S,Furniture1,Linear_Skip1,Reference_Skip0,1
809,priyanka,S,Blob,Interpolation_Skip24,Nearest_Skip24,2
810,priyanka,S,Furniture1,Linear_Skip4,Linear_Skip10,1
811,priyanka,S,Furniture3,Reference_Skip0,Linear_Skip1,2
812,priyanka,S,ArtGallery2,Nearest_Skip1,Linear_Skip1,2
813,priyanka,S,Furniture1,Interpolation_Skip1,Interpolation_Skip4,2
814,priyanka,S,ArtGallery2,Interpolation_Skip10,Interpolation_Skip24,1
815,priyanka,S,ArtGallery2zoom,Reference_Skip0,Interpolation_Skip1,1
816,priyanka,S,Furniture3,Linear_Skip10,Nearest_Skip10,2
817,priyanka,S,Blob,Interpolation_Skip1,Reference_Skip0,2
818,priyanka,S,ArtGallery2zoom,Linear_Skip1,Linear_Skip4,1
819,priyanka,S,ArtGallery2,Interpolation_Skip1,Linear_Skip1,2
820,priyanka,S,Blob,Nearest_Skip1,Nearest_Skip4,1
821,priyanka,S,ArtGallery2,Nearest_Skip24,Linear_Skip24,1
822,priyanka,S,Furniture1,Interpolation_Skip10,Linear_Skip10,1
823,priyanka,S,ArtGallery2zoom,Linear_Skip4,Nearest_Skip4,2
824,priyanka,S,ArtGallery2,Nearest_Skip10,Interpolation_Skip10,1
825,priyanka,S,ArtGallery2zoom,Interpolation_Skip4,Linear_Skip4,1
826,priyanka,S,Furniture1,Interpolation_Skip10,Interpolation_Skip24,1
827,priyanka,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip4,2
828,priyanka,S,Blob,Nearest_Skip10,Nearest_Skip24,2
829,priyanka,S,Furniture1,Linear_Skip24,Nearest_Skip24,2
830,priyanka,S,Furniture3,Nearest_Skip10,Nearest_Skip4,2
831,priyanka,S,Furniture3,Linear_Skip4,Linear_Skip1,2
832,priyanka,S,Furniture1,Nearest_Skip4,Nearest_Skip10,1
833,priyanka,S,Furniture3,Nearest_Skip1,Interpolation_Skip1,2
834,priyanka,S,ArtGallery2,Interpolation_Skip1,Nearest_Skip1,2
835,priyanka,S,Blob,Nearest_Skip4,Nearest_Skip10,1
836,priyanka,S,Furniture3,Interpolation_Skip24,Nearest_Skip24,2
837,priyanka,S,Furniture3,Interpolation_Skip1,Interpolation_Skip4,1
838,priyanka,S,Furniture3,Linear_Skip4,Linear_Skip10,1
839,priyanka,S,ArtGallery2,Interpolation_Skip1,Interpolation_Skip4,2
840,priyanka,S,ArtGallery2,Interpolation_Skip24,Nearest_Skip24,2
841,waqar,S,Blob,Nearest_Skip1,Interpolation_Skip1,2
842,waqar,S,Furniture1,Interpolation_Skip4,Nearest_Skip4,1
843,waqar,S,Furniture3,Nearest_Skip1,Nearest_Skip4,1
844,waqar,S,Furniture3,Interpolation_Skip24,Linear_Skip24,1
845,waqar,S,ArtGallery2zoom,Interpolation_Skip10,Interpolation_Skip4,2
846,waqar,S,Blob,Linear_Skip24,Nearest_Skip24,1
847,waqar,S,Furniture3,Nearest_Skip1,Reference_Skip0,1
848,waqar,S,Furniture3,Nearest_Skip10,Nearest_Skip4,2
849,waqar,S,Furniture1,Interpolation_Skip10,Interpolation_Skip4,2
850,waqar,S,Blob,Nearest_Skip24,Nearest_Skip10,2
851,waqar,S,ArtGallery2,Nearest_Skip4,Nearest_Skip1,2
852,waqar,S,ArtGallery2,Interpolation_Skip24,Nearest_Skip24,2
853,waqar,S,ArtGallery2,Nearest_Skip10,Interpolation_Skip10,2
854,waqar,S,ArtGallery2zoom,Nearest_Skip10,Linear_Skip10,2
855,waqar,S,Furniture3,Interpolation_Skip4,Linear_Skip4,2
856,waqar,S,ArtGallery2,Nearest_Skip4,Interpolation_Skip4,2
857,waqar,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip10,1
858,waqar,S,Furniture1,Linear_Skip10,Interpolation_Skip10,1
859,waqar,S,Blob,Interpolation_Skip24,Nearest_Skip24,2
860,waqar,S,Blob,Linear_Skip10,Nearest_Skip10,2
861,waqar,S,Furniture1,Nearest_Skip24,Linear_Skip24,1
862,waqar,S,ArtGallery2zoom,Interpolation_Skip24,Interpolation_Skip10,2
863,waqar,S,ArtGallery2zoom,Linear_Skip1,Interpolation_Skip1,1
864,waqar,S,ArtGallery2,Interpolation_Skip1,Nearest_Skip1,1
865,waqar,S,Furniture1,Interpolation_Skip1,Interpolation_Skip4,1
866,waqar,S,ArtGallery2,Linear_Skip10,Interpolation_Skip10,2
867,waqar,S,Furniture3,Nearest_Skip10,Linear_Skip10,2
868,waqar,S,Furniture1,Linear_Skip10,Linear_Skip4,2
869,waqar,S,Blob,Nearest_Skip4,Nearest_Skip1,2
870,waqar,S,Blob,Interpolation_Skip24,Linear_Skip24,2
871,waqar,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,2
872,waqar,S,ArtGallery2,Linear_Skip1,Reference_Skip0,2
873,waqar,S,Furniture1,Interpolation_Skip24,Nearest_Skip24,1
874,waqar,S,Furniture3,Reference_Skip0,Linear_Skip1,1
875,waqar,S,ArtGallery2,Reference_Skip0,Nearest_Skip1,1
876,waqar,S,Blob,Linear_Skip10,Linear_Skip4,2
877,waqar,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip1,2
878,waqar,S,Furniture3,Nearest_Skip4,Linear_Skip4,1
879,waqar,S,Furniture1,Linear_Skip4,Linear_Skip1,2
880,waqar,S,Furniture3,Interpolation_Skip4,Interpolation_Skip1,1
881,waqar,S,Blob,Linear_Skip10,Interpolation_Skip10,1
882,waqar,S,Furniture3,Linear_Skip1,Nearest_Skip1,2
883,waqar,S,Blob,Linear_Skip10,Linear_Skip24,1
884,waqar,S,ArtGallery2,Linear_Skip24,Nearest_Skip24,2
885,waqar,S,Blob,Interpolation_Skip4,Linear_Skip4,1
886,waqar,S,Blob,Interpolation_Skip1,Interpolation_Skip4,1
887,waqar,S,Blob,Linear_Skip4,Linear_Skip1,2
888,waqar,S,ArtGallery2zoom,Nearest_Skip1,Linear_Skip1,2
889,waqar,S,ArtGallery2,Linear_Skip10,Nearest_Skip10,2
890,waqar,S,ArtGallery2,Interpolation_Skip1,Linear_Skip1,2
891,waqar,S,ArtGallery2,Nearest_Skip1,Linear_Skip1,2
892,waqar,S,Furniture1,Linear_Skip10,Nearest_Skip10,1
893,waqar,S,Furniture1,Nearest_Skip4,Nearest_Skip1,1
894,waqar,S,ArtGallery2,Linear_Skip10,Linear_Skip24,1
895,waqar,S,ArtGallery2,Linear_Skip4,Linear_Skip1,1
896,waqar,S,Furniture1,Linear_Skip4,Nearest_Skip4,1
897,waqar,S,Blob,Linear_Skip1,Interpolation_Skip1,2
898,waqar,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,2
899,waqar,S,Furniture3,Linear_Skip24,Linear_Skip10,2
900,waqar,S,Furniture1,Linear_Skip24,Interpolation_Skip24,2
901,waqar,S,Furniture3,Nearest_Skip10,Nearest_Skip24,1
902,waqar,S,Blob,Nearest_Skip4,Interpolation_Skip4,2
903,waqar,S,Blob,Interpolation_Skip10,Interpolation_Skip24,1
904,waqar,S,Blob,Nearest_Skip1,Linear_Skip1,1
905,waqar,S,ArtGallery2zoom,Linear_Skip10,Interpolation_Skip10,1
906,waqar,S,Furniture3,Interpolation_Skip1,Linear_Skip1,2
907,waqar,S,Furniture3,Interpolation_Skip4,Nearest_Skip4,1
908,waqar,S,Blob,Interpolation_Skip1,Reference_Skip0,2
909,waqar,S,ArtGallery2,Interpolation_Skip24,Linear_Skip24,1
910,waqar,S,Furniture1,Interpolation_Skip1,Linear_Skip1,1
911,waqar,S,Blob,Linear_Skip4,Nearest_Skip4,1
912,waqar,S,Blob,Nearest_Skip10,Interpolation_Skip10,1
913,waqar,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,1
914,waqar,S,ArtGallery2,Nearest_Skip4,Linear_Skip4,2
915,waqar,S,Furniture3,Interpolation_Skip10,Interpolation_Skip4,2
916,waqar,S,ArtGallery2,Linear_Skip4,Interpolation_Skip4,1
917,waqar,S,Furniture1,Linear_Skip4,Interpolation_Skip4,2
918,waqar,S,Blob,Linear_Skip1,Reference_Skip0,1
919,waqar,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
920,waqar,S,ArtGallery2zoom,Linear_Skip24,Linear_Skip10,2
921,waqar,S,Furniture3,Linear_Skip1,Linear_Skip4,1
922,waqar,S,ArtGallery2zoom,Interpolation_Skip4,Linear_Skip4,1
923,waqar,S,Furniture1,Reference_Skip0,Linear_Skip1,1
924,waqar,S,Furniture1,Interpolation_Skip1,Reference_Skip0,1
925,waqar,S,Furniture3,Reference_Skip0,Interpolation_Skip1,2
926,waqar,S,Blob,Interpolation_Skip10,Interpolation_Skip4,2
927,waqar,S,Furniture3,Nearest_Skip24,Linear_Skip24,1
928,waqar,S,Furniture1,Nearest_Skip10,Nearest_Skip4,2
929,waqar,S,Furniture3,Interpolation_Skip24,Interpolation_Skip10,2
930,waqar,S,ArtGallery2zoom,Linear_Skip1,Linear_Skip4,2
931,waqar,S,Furniture3,Nearest_Skip24,Interpolation_Skip24,1
932,waqar,S,ArtGallery2zoom,Linear_Skip24,Nearest_Skip24,2
933,waqar,S,ArtGallery2,Nearest_Skip10,Nearest_Skip4,2
934,waqar,S,ArtGallery2zoom,Reference_Skip0,Linear_Skip1,2
935,waqar,S,ArtGallery2,Interpolation_Skip24,Interpolation_Skip10,2
936,waqar,S,ArtGallery2zoom,Nearest_Skip1,Reference_Skip0,1
937,waqar,S,Furniture3,Linear_Skip10,Linear_Skip4,2
938,waqar,S,Furniture1,Interpolation_Skip24,Interpolation_Skip10,2
939,waqar,S,Furniture1,Linear_Skip24,Linear_Skip10,2
940,waqar,S,ArtGallery2zoom,Nearest_Skip24,Nearest_Skip10,2
941,waqar,S,ArtGallery2zoom,Interpolation_Skip1,Reference_Skip0,2
942,waqar,S,Blob,Reference_Skip0,Nearest_Skip1,1
943,waqar,S,Furniture3,Linear_Skip10,Interpolation_Skip10,1
944,waqar,S,ArtGallery2zoom,Nearest_Skip4,Linear_Skip4,2
945,waqar,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip4,2
946,waqar,S,Furniture1,Linear_Skip1,Nearest_Skip1,1
947,waqar,S,Furniture1,Interpolation_Skip10,Nearest_Skip10,2
948,waqar,S,ArtGallery2zoom,Interpolation_Skip24,Nearest_Skip24,2
949,waqar,S,ArtGallery2,Linear_Skip4,Linear_Skip10,1
950,waqar,S,ArtGallery2zoom,Nearest_Skip1,Interpolation_Skip1,2
951,waqar,S,ArtGallery2,Nearest_Skip10,Nearest_Skip24,1
952,waqar,S,Blob,Nearest_Skip10,Nearest_Skip4,2
953,waqar,S,Furniture1,Nearest_Skip10,Nearest_Skip24,1
954,waqar,S,Furniture1,Nearest_Skip1,Interpolation_Skip1,2
955,waqar,S,Furniture1,Nearest_Skip1,Reference_Skip0,1
956,waqar,S,ArtGallery2zoom,Interpolation_Skip1,Interpolation_Skip4,1
957,waqar,S,ArtGallery2zoom,Nearest_Skip10,Interpolation_Skip10,2
958,waqar,S,Furniture3,Interpolation_Skip10,Nearest_Skip10,1
959,waqar,S,Furniture3,Nearest_Skip1,Interpolation_Skip1,2
960,waqar,S,ArtGallery2,Interpolation_Skip1,Reference_Skip0,1
961,waqar,S,Furniture1,Nearest_Skip10,Interpolation_Skip10,2
962,waqar,S,Furniture1,Linear_Skip1,Interpolation_Skip1,2
963,waqar,S,ArtGallery2zoom,Interpolation_Skip4,Interpolation_Skip10,2
964,waqar,S,Furniture3,Interpolation_Skip1,Reference_Skip0,2
965,waqar,S,Blob,Linear_Skip10,Nearest_Skip10,2
966,waqar,S,ArtGallery2,Reference_Skip0,Interpolation_Skip1,1
967,waqar,S,ArtGallery2zoom,Nearest_Skip1,Reference_Skip0,2
968,waqar,S,Blob,Nearest_Skip24,Interpolation_Skip24,1
969,waqar,S,Blob,Linear_Skip10,Interpolation_Skip10,2
970,waqar,S,Furniture1,Interpolation_Skip10,Interpolation_Skip24,1
971,waqar,S,ArtGallery2,Nearest_Skip4,Linear_Skip4,2
972,waqar,S,ArtGallery2zoom,Nearest_Skip1,Linear_Skip1,2
973,waqar,S,ArtGallery2,Interpolation_Skip10,Interpolation_Skip24,1
974,waqar,S,ArtGallery2zoom,Nearest_Skip24,Interpolation_Skip24,2
975,waqar,S,Furniture1,Nearest_Skip24,Interpolation_Skip24,2
976,waqar,S,ArtGallery2,Linear_Skip1,Linear_Skip4,1
977,waqar,S,ArtGallery2zoom,Nearest_Skip10,Nearest_Skip24,1
978,waqar,S,Furniture3,Interpolation_Skip4,Interpolation_Skip1,2
979,waqar,S,ArtGallery2zoom,Interpolation_Skip1,Nearest_Skip1,1
980,waqar,S,Blob,Nearest_Skip1,Reference_Skip0,2
981,waqar,S,Furniture1,Nearest_Skip1,Reference_Skip0,2
982,waqar,S,ArtGallery2zoom,Interpolation_Skip24,Interpolation_Skip10,2
983,waqar,S,ArtGallery2zoom,Interpolation_Skip24,Linear_Skip24,1
984,waqar,S,Blob,Nearest_Skip10,Nearest_Skip24,1
985,waqar,S,Furniture3,Interpolation_Skip24,Linear_Skip24,1
986,waqar,S,Furniture3,Nearest_Skip24,Interpolation_Skip24,2
987,waqar,S,Furniture1,Interpolation_Skip10,Linear_Skip10,1
988,waqar,S,Furniture1,Linear_Skip10,Linear_Skip24,1
989,waqar,S,ArtGallery2zoom,Interpolation_Skip4,Linear_Skip4,1
990,waqar,S,Furniture3,Interpolation_Skip10,Interpolation_Skip4,2
991,waqar,S,ArtGallery2zoom,Interpolation_Skip10,Linear_Skip10,1
992,waqar,S,ArtGallery2,Linear_Skip10,Linear_Skip4,2
993,waqar,S,ArtGallery2zoom,Interpolation_Skip1,Interpolation_Skip4,1
994,waqar,S,Furniture1,Nearest_Skip10,Nearest_Skip24,1
995,waqar,S,ArtGallery2,Interpolation_Skip4,Nearest_Skip4,1
996,waqar,S,Furniture3,Linear_Skip10,Interpolation_Skip10,2
997,waqar,S,ArtGallery2,Linear_Skip10,Linear_Skip24,1
998,waqar,S,Blob,Interpolation_Skip10,Interpolation_Skip24,1
999,waqar,S,Blob,Linear_Skip10,Linear_Skip4,2
1000,waqar,S,ArtGallery2zoom,Nearest_Skip10,Interpolation_Skip10,2
1001,waqar,S,ArtGallery2,Linear_Skip24,Interpolation_Skip24,2
1002,waqar,S,ArtGallery2,Interpolation_Skip1,Linear_Skip1,2
1003,waqar,S,Furniture3,Nearest_Skip10,Nearest_Skip4,2
1004,waqar,S,Furniture3,Nearest_Skip4,Nearest_Skip1,2
1005,waqar,S,Furniture1,Nearest_Skip24,Linear_Skip24,2
1006,waqar,S,ArtGallery2zoom,Nearest_Skip4,Nearest_Skip10,1
1007,waqar,S,Blob,Reference_Skip0,Interpolation_Skip1,1
1008,waqar,S,ArtGallery2zoom,Reference_Skip0,Linear_Skip1,1
1009,waqar,S,Blob,Interpolation_Skip1,Nearest_Skip1,2
1010,waqar,S,Blob,Linear_Skip1,Nearest_Skip1,1
1011,waqar,S,Furniture1,Interpolation_Skip1,Nearest_Skip1,1
1012,waqar,S,Furniture1,Reference_Skip0,Interpolation_Skip1,1
1013,waqar,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip1,1
1014,waqar,S,Furniture3,Nearest_Skip24,Linear_Skip24,1
1015,waqar,S,Furniture3,Nearest_Skip1,Interpolation_Skip1,2
1016,waqar,S,ArtGallery2zoom,Nearest_Skip24,Linear_Skip24,1
1017,waqar,S,ArtGallery2,Nearest_Skip4,Nearest_Skip1,2
1018,waqar,S,Furniture3,Interpolation_Skip4,Linear_Skip4,1
1019,waqar,S,Blob,Interpolation_Skip4,Interpolation_Skip10,1
1020,waqar,S,Furniture1,Linear_Skip24,Interpolation_Skip24,2
1021,waqar,S,Blob,Nearest_Skip1,Nearest_Skip4,1
1022,waqar,S,Furniture1,Nearest_Skip4,Nearest_Skip10,1
1023,waqar,S,Furniture3,Nearest_Skip10,Nearest_Skip24,1
1024,waqar,S,Furniture1,Nearest_Skip4,Linear_Skip4,2
1025,waqar,S,Furniture3,Interpolation_Skip10,Interpolation_Skip24,1
1026,waqar,S,ArtGallery2,Nearest_Skip10,Nearest_Skip4,2
1027,waqar,S,Blob,Linear_Skip4,Nearest_Skip4,2
1028,waqar,S,ArtGallery2zoom,Linear_Skip10,Linear_Skip24,1
1029,waqar,S,Furniture3,Linear_Skip1,Nearest_Skip1,2
1030,waqar,S,Furniture1,Interpolation_Skip4,Interpolation_Skip10,1
1031,waqar,S,ArtGallery2,Linear_Skip4,Interpolation_Skip4,2
1032,waqar,S,Furniture1,Linear_Skip1,Nearest_Skip1,2
1033,waqar,S,Furniture1,Linear_Skip4,Linear_Skip1,2
1034,waqar,S,ArtGallery2,Interpolation_Skip1,Nearest_Skip1,2
1035,waqar,S,ArtGallery2,Nearest_Skip24,Nearest_Skip10,2
1036,waqar,S,ArtGallery2,Reference_Skip0,Linear_Skip1,1
1037,waqar,S,Furniture1,Nearest_Skip10,Linear_Skip10,2
1038,waqar,S,Furniture3,Nearest_Skip10,Linear_Skip10,1
1039,waqar,S,Blob,Reference_Skip0,Linear_Skip1,1
1040,waqar,S,ArtGallery2zoom,Interpolation_Skip1,Linear_Skip1,1
1041,waqar,S,Furniture1,Linear_Skip4,Linear_Skip10,1
1042,waqar,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip10,1
1043,waqar,S,Furniture1,Interpolation_Skip4,Linear_Skip4,1
1044,waqar,S,Furniture3,Linear_Skip4,Linear_Skip1,2
1045,waqar,S,ArtGallery2zoom,Interpolation_Skip1,Reference_Skip0,1
1046,waqar,S,Blob,Linear_Skip24,Nearest_Skip24,1
1047,waqar,S,Blob,Interpolation_Skip24,Linear_Skip24,2
1048,waqar,S,Furniture1,Nearest_Skip4,Nearest_Skip1,2
1049,waqar,S,Blob,Linear_Skip24,Linear_Skip10,2
1050,waqar,S,Blob,Interpolation_Skip1,Linear_Skip1,1
1051,waqar,S,ArtGallery2,Nearest_Skip1,Reference_Skip0,2
1052,waqar,S,ArtGallery2zoom,Nearest_Skip4,Linear_Skip4,1
1053,waqar,S,Furniture1,Reference_Skip0,Linear_Skip1,1
1054,waqar,S,ArtGallery2,Linear_Skip10,Interpolation_Skip10,2
1055,waqar,S,Furniture3,Linear_Skip1,Interpolation_Skip1,2
1056,waqar,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip1,2
1057,waqar,S,Furniture1,Interpolation_Skip1,Interpolation_Skip4,1
1058,waqar,S,ArtGallery2zoom,Linear_Skip10,Nearest_Skip10,1
1059,waqar,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,1
1060,waqar,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,1
1061,waqar,S,Furniture3,Nearest_Skip1,Reference_Skip0,2
1062,waqar,S,Furniture3,Linear_Skip24,Linear_Skip10,2
1063,waqar,S,ArtGallery2,Nearest_Skip10,Linear_Skip10,1
1064,waqar,S,Blob,Nearest_Skip10,Interpolation_Skip10,2
1065,waqar,S,Blob,Interpolation_Skip4,Nearest_Skip4,1
1066,waqar,S,Furniture3,Linear_Skip1,Reference_Skip0,2
1067,waqar,S,Furniture3,Linear_Skip4,Nearest_Skip4,1
1068,waqar,S,Furniture3,Linear_Skip10,Linear_Skip4,2
1069,waqar,S,ArtGallery2,Interpolation_Skip10,Nearest_Skip10,1
1070,waqar,S,Blob,Linear_Skip1,Linear_Skip4,1
1071,waqar,S,Furniture3,Interpolation_Skip4,Nearest_Skip4,1
1072,waqar,S,ArtGallery2zoom,Nearest_Skip4,Interpolation_Skip4,2
1073,waqar,S,Furniture1,Interpolation_Skip4,Nearest_Skip4,1
1074,waqar,S,Blob,Interpolation_Skip1,Interpolation_Skip4,1
1075,waqar,S,ArtGallery2,Linear_Skip1,Nearest_Skip1,2
1076,waqar,S,Furniture3,Nearest_Skip10,Interpolation_Skip10,2
1077,waqar,S,Blob,Nearest_Skip4,Nearest_Skip10,1
1078,waqar,S,ArtGallery2,Nearest_Skip24,Linear_Skip24,1
1079,waqar,S,Blob,Linear_Skip4,Interpolation_Skip4,2
1080,waqar,S,ArtGallery2,Nearest_Skip24,Interpolation_Skip24,2
1081,waqar,S,Furniture3,Interpolation_Skip1,Reference_Skip0,2
1082,waqar,S,ArtGallery2zoom,Nearest_Skip4,Nearest_Skip10,1
1083,waqar,S,Furniture1,Linear_Skip10,Linear_Skip24,1
1084,waqar,S,Blob,Nearest_Skip24,Interpolation_Skip24,1
1085,waqar,S,Furniture1,Interpolation_Skip4,Nearest_Skip4,2
1086,waqar,S,ArtGallery2,Nearest_Skip4,Nearest_Skip1,2
1087,waqar,S,Furniture3,Linear_Skip1,Interpolation_Skip1,2
1088,waqar,S,Blob,Interpolation_Skip1,Reference_Skip0,2
1089,waqar,S,Furniture3,Interpolation_Skip24,Interpolation_Skip10,2
1090,waqar,S,Blob,Interpolation_Skip10,Linear_Skip10,1
1091,waqar,S,Furniture1,Linear_Skip1,Reference_Skip0,2
1092,waqar,S,ArtGallery2,Nearest_Skip1,Linear_Skip1,1
1093,waqar,S,Furniture3,Nearest_Skip1,Interpolation_Skip1,1
1094,waqar,S,Furniture1,Nearest_Skip1,Nearest_Skip4,1
1095,waqar,S,Furniture3,Nearest_Skip4,Nearest_Skip1,2
1096,waqar,S,ArtGallery2,Interpolation_Skip1,Reference_Skip0,2
1097,waqar,S,Furniture1,Interpolation_Skip10,Interpolation_Skip4,1
1098,waqar,S,Furniture3,Interpolation_Skip4,Nearest_Skip4,2
1099,waqar,S,Blob,Interpolation_Skip1,Nearest_Skip1,1
1100,waqar,S,ArtGallery2,Linear_Skip10,Linear_Skip24,1
1101,waqar,S,Furniture3,Interpolation_Skip4,Interpolation_Skip1,1
1102,waqar,S,Blob,Linear_Skip24,Nearest_Skip24,1
1103,waqar,S,Furniture1,Nearest_Skip10,Interpolation_Skip10,2
1104,waqar,S,Furniture3,Interpolation_Skip10,Linear_Skip10,1
1105,waqar,S,Furniture3,Nearest_Skip10,Nearest_Skip4,2
1106,waqar,S,ArtGallery2,Linear_Skip10,Linear_Skip4,2
1107,waqar,S,ArtGallery2zoom,Interpolation_Skip1,Nearest_Skip1,1
1108,waqar,S,ArtGallery2zoom,Nearest_Skip1,Nearest_Skip4,1
1109,waqar,S,Furniture1,Linear_Skip24,Nearest_Skip24,1
1110,waqar,S,Blob,Linear_Skip10,Nearest_Skip10,1
1111,waqar,S,ArtGallery2,Interpolation_Skip10,Linear_Skip10,1
1112,waqar,S,ArtGallery2zoom,Linear_Skip10,Linear_Skip4,2
1113,waqar,S,ArtGallery2zoom,Interpolation_Skip10,Nearest_Skip10,1
1114,waqar,S,ArtGallery2zoom,Nearest_Skip24,Linear_Skip24,2
1115,waqar,S,Blob,Interpolation_Skip1,Interpolation_Skip4,1
1116,waqar,S,ArtGallery2,Interpolation_Skip4,Linear_Skip4,1
1117,waqar,S,ArtGallery2zoom,Linear_Skip4,Linear_Skip1,2
1118,waqar,S,ArtGallery2,Linear_Skip4,Nearest_Skip4,1
1119,waqar,S,Furniture1,Reference_Skip0,Interpolation_Skip1,2
1120,waqar,S,Furniture3,Linear_Skip4,Interpolation_Skip4,2
1121,waqar,S,Furniture1,Linear_Skip4,Linear_Skip1,2
1122,waqar,S,ArtGallery2,Nearest_Skip1,Interpolation_Skip1,2
1123,waqar,S,Blob,Interpolation_Skip4,Nearest_Skip4,1
1124,waqar,S,Blob,Linear_Skip4,Interpolation_Skip4,2
1125,waqar,S,Blob,Interpolation_Skip24,Linear_Skip24,2
1126,waqar,S,ArtGallery2,Interpolation_Skip10,Interpolation_Skip24,1
1127,waqar,S,ArtGallery2zoom,Nearest_Skip1,Linear_Skip1,2
1128,waqar,S,Furniture3,Reference_Skip0,Linear_Skip1,2
1129,waqar,S,ArtGallery2zoom,Interpolation_Skip24,Nearest_Skip24,1
1130,waqar,S,ArtGallery2zoom,Linear_Skip1,Reference_Skip0,2
1131,waqar,S,ArtGallery2zoom,Interpolation_Skip4,Linear_Skip4,1
1132,waqar,S,ArtGallery2,Nearest_Skip4,Interpolation_Skip4,2
1133,waqar,S,Furniture3,Nearest_Skip10,Nearest_Skip24,1
1134,waqar,S,ArtGallery2,Linear_Skip1,Linear_Skip4,1
1135,waqar,S,ArtGallery2zoom,Linear_Skip1,Interpolation_Skip1,2
1136,waqar,S,Furniture1,Nearest_Skip1,Linear_Skip1,2
1137,waqar,S,ArtGallery2zoom,Nearest_Skip1,Reference_Skip0,2
1138,waqar,S,Furniture3,Linear_Skip10,Linear_Skip24,1
1139,waqar,S,Furniture1,Interpolation_Skip24,Nearest_Skip24,1
1140,waqar,S,ArtGallery2,Nearest_Skip24,Nearest_Skip10,2
1141,waqar,S,ArtGallery2,Interpolation_Skip10,Nearest_Skip10,1
1142,waqar,S,Furniture1,Interpolation_Skip10,Linear_Skip10,1
1143,waqar,S,ArtGallery2,Linear_Skip24,Nearest_Skip24,2
1144,waqar,S,ArtGallery2zoom,Linear_Skip10,Interpolation_Skip10,2
1145,waqar,S,Blob,Reference_Skip0,Nearest_Skip1,1
1146,waqar,S,Blob,Linear_Skip1,Linear_Skip4,1
1147,waqar,S,ArtGallery2,Nearest_Skip1,Reference_Skip0,1
1148,waqar,S,Furniture1,Linear_Skip10,Linear_Skip4,2
1149,waqar,S,Furniture1,Interpolation_Skip4,Interpolation_Skip1,1
1150,waqar,S,ArtGallery2zoom,Reference_Skip0,Interpolation_Skip1,1
1151,waqar,S,ArtGallery2,Interpolation_Skip4,Interpolation_Skip10,1
1152,waqar,S,ArtGallery2zoom,Linear_Skip4,Nearest_Skip4,1
1153,waqar,S,Furniture3,Linear_Skip10,Linear_Skip4,2
